arch_name	status	nix_attr	mapping_kind
wl-clipboard	direct	wl-clipboard	exact-validated
wlan2eth	unmatched		
wmat	unmatched		
wmbusmeters	direct	wmbusmeters	exact-validated
wmd	unmatched		
wmi-forensics	unmatched		
wnmap	unmatched		
wol-e	unmatched		
wolfssl	unmatched		
wolpertinger	unmatched		
wondershaper	unmatched		
wordbrutepress	unmatched		
wordlistctl	unmatched		
wordlister	unmatched		
wordpot	unmatched		
wordpress-exploit-framework	unmatched		
wordpresscan	unmatched		
wpa-bruteforcer	unmatched		
wpa2-halfhandshake-crack	unmatched		
wpbf	unmatched		
wpbrute-rpc	unmatched		
wpbullet	unmatched		
wpforce	unmatched		
wpintel	unmatched		
wpseku	unmatched		
wpsik	unmatched		
wpsweep	unmatched		
wqy-zenhei	alias	wqy_zenhei	hyphen-to-underscore
wreckuests	unmatched		
ws-attacker	unmatched		
wscript	unmatched		
wsfuzzer	unmatched		
wssip	unmatched		
wsuspect-proxy	unmatched		
wups	unmatched		
wuzz	direct	wuzz	exact-validated
wxhexeditor	direct	wxhexeditor	exact-validated
wxwidgets-common	unmatched		
wxwidgets-gtk3	unmatched		
wyd	unmatched		
x-rsa	unmatched		
x-scan	unmatched		
x11vnc	direct	x11vnc	exact-validated
x64dbg	unmatched		
x8	unmatched		
xapian-core	unmatched		
xapp	direct	xapp	exact-validated
xapp-symbolic-icons	direct	xapp-symbolic-icons	exact-validated
xcat	direct	xcat	exact-validated
xcavator	unmatched		
xcname	unmatched		
xdg-desktop-portal	direct	xdg-desktop-portal	exact-validated
xdg-desktop-portal-gtk	direct	xdg-desktop-portal-gtk	exact-validated
xdg-desktop-portal-kde	unmatched		
xdg-user-dirs	direct	xdg-user-dirs	exact-validated
xdg-utils	direct	xdg-utils	exact-validated
xdman-beta-bin	unmatched		
xerces-c	unmatched		
xerosploit	unmatched		
xf86-video-amdgpu	direct	xf86-video-amdgpu	exact-validated
xfburn	direct	xfburn	exact-validated
xfce4-appfinder	direct	xfce4-appfinder	exact-validated
xfce4-battery-plugin	direct	xfce4-battery-plugin	exact-validated
xfce4-clipman-plugin	direct	xfce4-clipman-plugin	exact-validated
xfce4-cpufreq-plugin	direct	xfce4-cpufreq-plugin	exact-validated
xfce4-cpugraph-plugin	direct	xfce4-cpugraph-plugin	exact-validated
xfce4-dict	direct	xfce4-dict	exact-validated
xfce4-diskperf-plugin	unmatched		
xfce4-eyes-plugin	direct	xfce4-eyes-plugin	exact-validated
xfce4-fsguard-plugin	direct	xfce4-fsguard-plugin	exact-validated
xfce4-genmon-plugin	direct	xfce4-genmon-plugin	exact-validated
xfce4-mailwatch-plugin	direct	xfce4-mailwatch-plugin	exact-validated
xfce4-mount-plugin	unmatched		
xfce4-mpc-plugin	direct	xfce4-mpc-plugin	exact-validated
xfce4-netload-plugin	direct	xfce4-netload-plugin	exact-validated
xfce4-notes-plugin	direct	xfce4-notes-plugin	exact-validated
xfce4-notifyd	direct	xfce4-notifyd	exact-validated
xfce4-panel	direct	xfce4-panel	exact-validated
xfce4-places-plugin	unmatched		
xfce4-power-manager	direct	xfce4-power-manager	exact-validated
xfce4-pulseaudio-plugin	direct	xfce4-pulseaudio-plugin	exact-validated
xfce4-screensaver	direct	xfce4-screensaver	exact-validated
xfce4-screenshooter	direct	xfce4-screenshooter	exact-validated
xfce4-sensors-plugin	direct	xfce4-sensors-plugin	exact-validated
xfce4-session	direct	xfce4-session	exact-validated
xfce4-settings	direct	xfce4-settings	exact-validated
xfce4-smartbookmark-plugin	unmatched		
xfce4-systemload-plugin	direct	xfce4-systemload-plugin	exact-validated
xfce4-taskmanager	direct	xfce4-taskmanager	exact-validated
xfce4-terminal	direct	xfce4-terminal	exact-validated
xfce4-time-out-plugin	direct	xfce4-time-out-plugin	exact-validated
xfce4-timer-plugin	direct	xfce4-timer-plugin	exact-validated
xfce4-verve-plugin	direct	xfce4-verve-plugin	exact-validated
xfce4-wavelan-plugin	unmatched		
xfce4-weather-plugin	direct	xfce4-weather-plugin	exact-validated
xfce4-whiskermenu-plugin	direct	xfce4-whiskermenu-plugin	exact-validated
xfce4-xkb-plugin	direct	xfce4-xkb-plugin	exact-validated
xfconf	direct	xfconf	exact-validated
xfdesktop	direct	xfdesktop	exact-validated
xfltreat	unmatched		
xfsprogs	direct	xfsprogs	exact-validated
xfwm4	direct	xfwm4	exact-validated
xmlrpc-bruteforcer	unmatched		
xorbruteforcer	unmatched		
xorg-xwininfo	unmatched		
xorsearch	unmatched		
xpire-crossdomain-scanner	unmatched		
xpl-search	unmatched		
xplico	unmatched		
xprobe2	unmatched		
xray	direct	xray	exact-validated
xrop	unmatched		
xsel	direct	xsel	exact-validated
xspear	unmatched		
xspy	unmatched		
xsrfprobe	unmatched		
xss-freak	unmatched		
xsscon	unmatched		
xsscrapy	unmatched		
xssless	unmatched		
xsspy	unmatched		
xsss	unmatched		
xssscan	unmatched		
xsssniper	unmatched		
xsstrike	direct	xsstrike	exact-validated
xssya	unmatched		
xwaf	unmatched		
xxeinjector	unmatched		
xxeserv	unmatched		
xxexploiter	unmatched		
xxxpwn	unmatched		
xxxpwn-smart	unmatched		
xz	direct	xz	exact-validated
yaaf	unmatched		
yaf	unmatched		
yajl	direct	yajl	exact-validated
yakuake	unmatched		
yaml-cpp	direct	yaml-cpp	exact-validated
yasat	unmatched		
yasca	unmatched		
yasuo	unmatched		
yate-bts	unmatched		
yawast	unmatched		
yay	direct	yay	exact-validated
ycrawler	unmatched		
ydotool	direct	ydotool	exact-validated
yersinia	direct	yersinia	exact-validated
yeti	unmatched		
yinjector	unmatched		
ysoserial	unmatched		
yt-dlp	direct	yt-dlp	exact-validated
yt-dlp-ejs	unmatched		
zackattack	unmatched		
zarn	unmatched		
zarp	unmatched		
zdns	direct	zdns	exact-validated
zed	unmatched		
zeek	direct	zeek	exact-validated
zeek-aux	unmatched		
zelos	unmatched		
zenity	direct	zenity	exact-validated
zeratool	unmatched		
zerowine	unmatched		
zeus	unmatched		
zeus-scanner	unmatched		
zgrab2	direct	zgrab2	exact-validated
zip	direct	zip	exact-validated
zipdump	unmatched		
zipexec	unmatched		
zirikatu	unmatched		
zita-ajbridge	direct	zita-ajbridge	exact-validated
zita-alsa-pcmi	direct	zita-alsa-pcmi	exact-validated
zita-resampler	direct	zita-resampler	exact-validated
zizzania	unmatched		
zoom	unmatched		
zsteg	direct	zsteg	exact-validated
zulu	direct	zulu	exact-validated
zulucrypt	unmatched		
zykeys	unmatched		
