name	version	reason	foreign	repository
checkov	3.3.17.r1.gd99cd85240-1	explicit	no	blackarch
checksec	3.2.0-2	dependency	no	extra
chiasm-shell	33.e20ed9f-20	explicit	no	blackarch
chipsec	5:2.0.8.r5.ga62d317-1	explicit	no	blackarch
chiron	48.524abe1-3	explicit	no	blackarch
chisel	261.3c00f04-1	explicit	no	blackarch
chkrootkit	0.59-1	explicit	no	chaotic-aur
chntpw	140201-5	dependency	no	extra
chopshop	444.8bdd393-3	explicit	no	blackarch
choronzon	4.d702c31-4	explicit	no	blackarch
chownat	0.08b-9	explicit	no	blackarch
chromaprint	1.6.1-2	dependency	no	extra
chrome-decode	0.1-7	explicit	no	blackarch
chrome-remote-desktop	154.0.8037.11-1	explicit	no	chaotic-aur
chromefreak	24.12745b1-6	explicit	no	blackarch
chromensics	1.0-4	explicit	no	blackarch
chromium	153.0.8010.52-1	explicit	no	extra
chronoleak	0.0.1-2	explicit	no	blackarch
chw00t	39.1fd1016-1	explicit	no	blackarch
cidr2range	1.0-5	explicit	no	blackarch
cifs-utils	7.5-1	dependency	no	extra
cintruder	14.f8a3f12-4	explicit	no	blackarch
cipherscan	423.30bd239-1	explicit	no	blackarch
ciphertest	22.e33eb4a-1	explicit	no	blackarch
ciphr	127.5da7137-14	explicit	no	blackarch
circle-flags	2.7.0-2	explicit	no	chaotic-aur
cirt-fuzzer	1.0-7	explicit	no	blackarch
cisco-auditing-tool	1-10	explicit	no	blackarch
cisco-global-exploiter	1.4-1	explicit	no	blackarch
cisco-ocs	0.2-6	explicit	no	blackarch
cisco-router-config	1.1-7	explicit	no	blackarch
cisco-scanner	0.2-3	explicit	no	blackarch
cisco-snmp-enumeration	10.ad06f57-3	explicit	no	blackarch
cisco-snmp-slap	5.daf0589-5	explicit	no	blackarch
cisco-torch	0.4b-13	explicit	no	blackarch
cisco5crack	2.c4b228c-4	explicit	no	blackarch
cisco7crack	2.f1c21dd-2	explicit	no	blackarch
ciscos	1.3-2	explicit	no	blackarch
citadel	95.3b1adbc-1	explicit	no	blackarch
cjexploiter	1:2.d1caa21-1	explicit	no	blackarch
cjson	1.7.19-1	dependency	no	extra
ckbcomp	1.249-1	dependency	no	chaotic-aur
clair	2219.978bc11d-1	explicit	no	blackarch
clairvoyance	2.5.2-8	explicit	no	blackarch
clamscanlogparser	1-1	explicit	no	blackarch
clang	22.1.8-1	explicit	no	extra
claws-mail	4.4.0-5	explicit	no	extra
clazy	1.17.1-1	explicit	no	extra
cleverhans	v4.0.0.r7.g574efc1-2	explicit	no	blackarch
climber	30.5530a78-5	explicit	no	blackarch
clinfo	3.0.25.02.14-1	dependency	no	extra
cloakify	117.f45c3b3-3	explicit	no	blackarch
cloud-buster	194.b55e4a1-9	explicit	no	blackarch
cloud_enum	0.8.r1.gd3dba37-1	explicit	no	blackarch
cloudfail	86.c84219f-1	explicit	no	blackarch
cloudflare-enum	10.412387f-4	explicit	no	blackarch
cloudflare-warp-bin	2026.7.1377-1	explicit	no	chaotic-aur
cloudget	64.cba10b1-3	explicit	no	blackarch
cloudlist	919.a6caae6-1	explicit	no	blackarch
cloudmare	108.9c5a39f-5	explicit	no	blackarch
cloudsploit	6738.ad3b8c0cd-1	explicit	no	blackarch
cloudunflare	14.b91a8a7-1	explicit	no	blackarch
clucene	2.3.3.4-17	explicit	no	extra
clusterd	143.d190b2c-5	explicit	no	blackarch
cm256cc	1.1.2-2	dependency	no	extra
cmake	4.4.3-2	dependency	no	extra
cmark	0.31.2-1	explicit	no	extra
cmatrix	2.0-4	explicit	no	extra
cminer	25.d766f7e-1	explicit	no	blackarch
cmospwd	5.1-1	explicit	no	blackarch
cms-explorer	15.23b58cd-5	explicit	no	blackarch
cms-few	0.1-5	explicit	no	blackarch
cmseek	387.03a6e7f-1	explicit	no	blackarch
cmsfuzz	5.6be5a98-3	explicit	no	blackarch
cmsmap	1:8.59dd0e2-11	dependency	no	blackarch
cmsscan	43.f060b4b-8	explicit	no	blackarch
cmsscanner	0.15.0.r1.g65de34e-1	explicit	no	blackarch
cnamulator	5.4667c68-3	explicit	no	blackarch
cntlm	4.b35d55c-2	explicit	no	blackarch
cockpit	368-1	explicit	no	extra
cockpit-machines	357-1	explicit	no	extra
codec2	1:1.2.0-2	dependency	no	extra
codeql	1:2.22.4-1	explicit	no	blackarch
codetective	45.52b91f1-2	explicit	no	blackarch
coercer	2.4.3-5	explicit	no	blackarch
coffeescript	2.7.0-2	dependency	no	extra
coin	1:4.0.10-1	explicit	no	extra
colm	0.14.7-5	dependency	no	extra
colord	1.4.8-1	dependency	no	extra
colord-gtk	0.3.1-1	explicit	no	extra
colord-gtk-common	0.3.1-1	explicit	no	extra
colord-sane	1.4.8-1	explicit	no	extra
comission	1:v1.2.0.r14.g67b890e-1	explicit	no	blackarch
commentor	20.4582674-1	explicit	no	blackarch
commix	2470.6aedd1f4-1	explicit	no	blackarch
commonspeak	36.f0aad23-1	explicit	no	blackarch
compface	1.5.2-13	explicit	no	extra
compiler-rt	22.1.8-1	explicit	no	extra
composefs	1.0.8-1	explicit	no	extra
compp	1.0.5-8	explicit	no	blackarch
configpush	0.8.5-3	explicit	no	blackarch
confuse	3.4-1	dependency	no	extra
conky	1.24.2-1	explicit	no	extra
conky-manager2	2.7-2	explicit	no	extra
conmon	1:2.2.1-1	explicit	no	extra
conn	1.0.39-1	dependency	no	blackarch
conpass	0.1.1-5	explicit	no	blackarch
conpot	0.6.0-14	explicit	no	blackarch
conscan	1.2-5	explicit	no	blackarch
containerd	2.4.0-1	explicit	no	extra
containers-common	1:0.69.2-1	explicit	no	extra
converseen	0.15.2.8-1	explicit	no	extra
convertlit	1.8-13	dependency	no	extra
cook	1:v2.3.0.r0.gf72413d-1	explicit	no	blackarch
cookie-cadger	1.08-2	explicit	no	blackarch
cookiejar	0.0.3-9	dependency	no	blackarch
coreutils	9.11-2	explicit	no	core
corkscrew	2.0-8	dependency	no	extra
corscanner	1:1.0.1.r2.g593043f-1	explicit	no	blackarch
corstest	10.beffd0b-11	explicit	no	blackarch
corsy	69.2985ae2-8	explicit	no	blackarch
cottontail	93.b7f5222-8	explicit	no	blackarch
couchdb	3.5.2-1	dependency	no	extra
country-ip-blocks	6365.1ad7ecd-1	explicit	no	blackarch
cowpatty	4.8-4	dependency	no	extra
cpfinder	0.1-7	explicit	no	blackarch
cpio	2.15-3	dependency	no	extra
cpp2il	1:2022.0.7.r17.g20ccab2-1	explicit	no	blackarch
cppcheck	2.22.0-1	dependency	no	extra
cppdap	1.58.0-3	dependency	no	extra
cpptest	2.0.0-1	explicit	no	blackarch
cppunit	1.15.1-5	dependency	no	extra
cpuinfo	r843.ea6b9f1-1	dependency	no	extra
cr3dov3r	48.49bbdbe-3	explicit	no	blackarch
crabstick	47.bb7827f-10	explicit	no	blackarch
cracken	v1.0.1.r0.g7a325ff-1	explicit	no	blackarch
crackhor	2.ae7d83f-1	explicit	no	blackarch
crackle	111.d83b4b6-1	explicit	no	blackarch
cracklib	2.10.3-1	explicit	no	core
crackmapexec	3:v6.0.1.r198.gda472cb-5	explicit	no	blackarch
crackmapexec-pingcastle	9.16340d2-1	explicit	no	blackarch
crackpkcs12	0.2.10.11.c7dedb1-1	explicit	no	blackarch
crackq	48.89b7318-4	explicit	no	blackarch
crackql	1.0.r53.gac26a44-6	explicit	no	blackarch
crackserver	33.e5763ab-4	explicit	no	blackarch
crawlic	51.739fe2b-4	explicit	no	blackarch
creak	41.a6c011f-3	explicit	no	blackarch
creddump	3.ed95e1a-3	explicit	no	blackarch
credmap	116.d862247-3	explicit	no	blackarch
credmaster	206.0a79f34-3	explicit	no	blackarch
creds	1:17.1ec8297-7	explicit	no	blackarch
credsniper	21.f52461b-9	explicit	no	blackarch
cribdrag	5.2d27dbf-3	explicit	no	blackarch
criu	4.2.1-1	explicit	no	extra
crlf-injector	9.bd6db06-3	explicit	no	blackarch
crlfuzz	62.7a442bb-1	explicit	no	blackarch
cronie	1.7.2-2	explicit	no	extra
crosslinked	2:v0.3.0.r23.g2ae8d7b-1	explicit	no	blackarch
crosstool-ng	1.28.0-1	dependency	no	extra
crowbar	1:v4.2.r1.g4b563dc-5	explicit	no	blackarch
crozono	1:5.6a51669-10	explicit	no	blackarch
crun	1.30-1	explicit	no	extra
crunch	3.6-2	dependency	no	blackarch
crypthook	18.690dcae-1	explicit	no	blackarch
crypto++	8.9.0-3	dependency	no	extra
cryptohazemultiforcer	1.31a-2	explicit	no	blackarch
cryptonark	0.5.7-2	explicit	no	blackarch
cryptsetup	2.8.8-1	explicit	no	core
csdr	0.18.2.r68.g1f15b8c-1	explicit	no	blackarch
csrftester	1.0-4	explicit	no	blackarch
ct-exposer	24.71252ac-8	explicit	no	blackarch
ctags	1:6.2.1-1	explicit	no	extra
ctf-party	v5.0.0.r50.gd93dd99-1	dependency	no	blackarch
ctunnel	0.7-1	explicit	no	blackarch
ctypes-sh	165.ca66ae5-1	explicit	no	blackarch
cubicsdr	0.2.7-1	explicit	no	blackarch
cuckoo	2.0.7-10	dependency	yes	foreign
cuda	13.4.2-1	dependency	no	extra
cudahashcat	2.01-2	explicit	no	blackarch
cupp	87.b77f1ae-1	explicit	no	blackarch
cups	2:2.4.19-1	dependency	no	extra
cups-filters	2.0.1-3	dependency	no	extra
cups-pdf	3.0.3-1	explicit	no	extra
cups-pk-helper	0.2.7-2	explicit	no	extra
curl	8.22.0-1	dependency	no	core
curl-impersonate	2.2.2-1	explicit	no	extra
curlftpfs	0.9.2-10	explicit	no	extra
cutycapt	3:11.0-1	dependency	no	blackarch
cve-api	170.8e9c247-6	explicit	no	blackarch
cve-search	1:v6.0.1.r2.g57f1bf6-1	explicit	no	blackarch
cvechecker	4.0-2	explicit	no	blackarch
cvemap	v1.0.0.r29.g36a1dd5-1	explicit	no	blackarch
cybercrowl	111.f7cac52-2	explicit	no	blackarch
cyberscan	87.24c69b9-1	explicit	no	blackarch
cymothoa	1-9	explicit	no	blackarch
cython	3.3.0-2	dependency	no	extra
cython2	0.29.32-3	dependency	no	blackarch
d-tect	13.9555c25-1	explicit	no	blackarch
dagon	244.f065d7b-2	explicit	no	blackarch
dalfox	1:v3.2.2.r48.g6447168-1	explicit	no	blackarch
damm	32.60e7ec7-3	explicit	no	blackarch
daredevil	42.81cb57f-1	explicit	no	blackarch
dark-dork-searcher	1.0-5	explicit	no	blackarch
darkarmour	4.f10228a-9	explicit	no	blackarch
darkbing	0.1-5	explicit	no	blackarch
darkd0rk3r	1.0-6	explicit	no	blackarch
darkdump	2:Darkdump.4.r5.g59912f6-2	explicit	no	blackarch
darkjumper	5.8-8	explicit	no	blackarch
darkmysqli	1.6-5	explicit	no	blackarch
darkscrape	68.2ca0e37-8	explicit	yes	foreign
darkspiritz	1:6.4d23e94-9	explicit	no	blackarch
darkstat	3.0.722-1	dependency	no	extra
darktable	2:5.6.1-3	explicit	no	extra
datajackproxy	42.f75f3a3-9	explicit	no	blackarch
datasploit	1:369.28d9caf-1	explicit	no	blackarch
dav1d	1.5.4-1	dependency	no	extra
davoset	1.3.7-6	explicit	no	blackarch
davscan	30.701f967-4	explicit	no	blackarch
davtest	3.a282c58-5	dependency	no	blackarch
dawnscanner	1:v2.2.0.r15.g0d647fc-5	explicit	no	blackarch
db5.3	5.3.28-7	dependency	no	core
dbd	61.8cf5350-1	explicit	no	blackarch
dbpwaudit	0.8-7	explicit	no	blackarch
dbus	1.16.2-1	dependency	no	core
dbus-broker	37-3	dependency	no	core
dbus-broker-units	37-3	dependency	no	core
dbus-c++	0.9.0-13	explicit	no	extra
dbus-glib	0.114-1	dependency	no	extra
dbus-units	37-3	dependency	no	core
dbusmap	16.6bb2831-2	explicit	no	blackarch
dc3dd	7.2.646-1	explicit	no	blackarch
dcdetector	0.0.1.r52.g2e69244-4	explicit	no	blackarch
dcfldd	1.9.3-1	explicit	no	blackarch
dconf	0.49.0-1	dependency	no	extra
dcrawl	7.3273c35-3	explicit	no	blackarch
ddcutil	3.0.2-1	dependency	no	extra
ddosify	1:v2.6.0.r32.g5cf7df3-1	explicit	no	blackarch
ddrescue	1.30-2	dependency	no	extra
de4dot	2090.b7d5728-1	explicit	no	blackarch
de4dotex	3.4.0.r4.gc21584f-1	explicit	no	blackarch
deathstar	60.d7bcbfd-7	explicit	no	blackarch
debinject	43.d884309-3	explicit	no	blackarch
deblaze	1:3.a24555d-1	explicit	no	blackarch
debugedit	5.3-2	dependency	no	core
debuginfod	0.196-1	dependency	no	core
decodify	63.4f82883-2	explicit	no	blackarch
deen	601.fd9aebe-7	explicit	no	blackarch
deepce	126.420b1d1-2	explicit	no	blackarch
default-cursors	3-1	dependency	no	extra
delldrac	0.1a-2	explicit	no	blackarch
delorean	16.0291151-3	explicit	no	blackarch
deluge	1:2.2.0-7	explicit	no	extra
deluge-gtk	1:2.2.0-7	explicit	no	extra
demiguise	11.58d5681-6	explicit	no	blackarch
deno	2.9.7-1	explicit	no	extra
densityscout	45-1	explicit	no	blackarch
depant	0.3a-12	explicit	no	blackarch
depdep	2.0-2	explicit	no	blackarch
dependency-check	10.0.2-1	explicit	no	blackarch
depix	38.f7d1850-1	explicit	no	blackarch
der-ascii	106.553d7fa-1	dependency	no	blackarch
deskhpsdr	2.6.65.r6.gdb2316c-1	explicit	no	blackarch
desktop-file-utils	0.28-1	dependency	no	extra
det	31.417cbce-6	explicit	no	blackarch
detect-it-easy	3:3.10-1	explicit	no	blackarch
detect-secrets	v1.5.0.r50.g5e141933-1	explicit	no	blackarch
detect-sniffer	159.a359262-1	explicit	no	blackarch
detectem	276.bc5f073-13	explicit	no	blackarch
devaudit	803.ca0a68e-1	explicit	no	blackarch
device-mapper	2.03.42-1	dependency	no	core
device-pharmer	40.b06a460-5	explicit	no	blackarch
dex2jar	2.1-2	explicit	no	blackarch
dexpatcher	1.7.0-1	explicit	no	blackarch
dff-scanner	1.1-2	explicit	no	blackarch
dfir-ntfs	1.1.20-4	explicit	no	blackarch
dftimewolf	1:884.6ae8443-1	explicit	no	blackarch
dga-detection	78.0a3186e-5	explicit	no	blackarch
dharma	98.6b1e511-7	explicit	no	blackarch
dhcdrop	0.5-3	explicit	no	blackarch
dhclient	4.4.3.P1-4	dependency	no	extra
dhcp	4.4.3.P1-4	dependency	no	extra
dhcpf	3.a770b20-2	explicit	no	blackarch
dhcpig	3:1.6.r8.gdfe9e45-2	explicit	no	blackarch
dhcpoptinj	123.58a12c6-1	explicit	no	blackarch
dialog	1:1.3_20260721-1	explicit	no	extra
didier-stevens-suite	446.dea6816-1	explicit	no	blackarch
diffutils	3.12-2	dependency	no	core
digikam	9.1.0-7	explicit	no	extra
ding-libs	0.7.0-1	dependency	no	core
dinouml	0.9.5-2	explicit	no	blackarch
dirb	2.22-2	dependency	no	blackarch
dirble	1:1.4.2-1	explicit	no	blackarch
dirbuster	1.0_RC1-11	explicit	no	blackarch
dirbuster-ng	9.0c34920-1	explicit	no	blackarch
directorytraversalscan	1.0.1.0-3	explicit	no	blackarch
dirhunt	329.a5ea20d-6	dependency	no	blackarch
dirscanner	0.1-6	explicit	no	blackarch
dirscraper	16.e752450-11	explicit	no	blackarch
dirsearch	2864.ff7e2166-1	dependency	no	blackarch
dirstalk	1.3.3-3	explicit	no	blackarch
discord	1:1.0.159-1	explicit	no	extra
discount	3.0.2.0-1	dependency	no	extra
discover	6.7.5-1	explicit	no	extra
disitool	0.4-9	explicit	no	blackarch
dislocker	0.7.3-6.1	explicit	no	chaotic-aur
dissector	1-3	explicit	no	blackarch
distorm	3.5.2.b-6	dependency	no	extra
distrobox	1.8.2.5-1	explicit	no	extra
dive	0.13.1-1	dependency	no	extra
dizzy	2.0-12	explicit	no	blackarch
djvulibre	3.5.30.1-1	dependency	no	extra
dkmc	56.3c238f0-3	explicit	no	blackarch
dkms	3.4.3-2	explicit	no	extra
dmde	4.2.2.816-1	explicit	no	blackarch
dmenu	5.4-1	dependency	no	extra
dmg2img	1.6.7-7	explicit	no	blackarch
dmidecode	3.7-1	explicit	no	extra
dmitry	1.3a-6	dependency	no	blackarch
dmraid	1.0.0.rc16.3-15	explicit	no	core
dnmap	0.6-9	explicit	no	blackarch
dns-parallel-prober	68.422db61-3	explicit	no	blackarch
dns-reverse-proxy	45.e3d33b9-1	explicit	no	blackarch
dns-spoof	13.81ba29f-1	explicit	no	blackarch
dns2geoip	0.1-5	explicit	no	blackarch
dns2tcp	0.5.2-6	explicit	no	blackarch
dnsa	0.6-1	explicit	no	blackarch
dnsbf	0.3-5	explicit	no	blackarch
dnsbrute	2.b1dc84a-5	explicit	no	blackarch
dnscan	209.281721e-3	explicit	no	blackarch
dnschef	17.a395411-9	explicit	no	blackarch
dnscobra	1.0-6	explicit	no	blackarch
dnsdiag	1:v2.9.4.r7.g574bcb9-1	explicit	no	blackarch
dnsdrdos	0.1-4	explicit	no	blackarch
dnsenum	1.2.4.2-7	dependency	no	blackarch
dnsfilexfer	24.126edcd-4	explicit	no	blackarch
dnsgen	v1.0.4.r12.g7c98e7e-3	explicit	no	blackarch
dnsgoblin	1:0.1-3	explicit	no	blackarch
dnsgrep	14.3f4fa7c-3	explicit	no	blackarch
dnsmap	51.d727cfb-2	explicit	no	blackarch
dnsmasq	2.93-1	dependency	no	extra
dnsobserver	5.f331482-2	explicit	no	blackarch
dnspredict	0.0.2-6	explicit	no	blackarch
dnsprobe	56.7120008-2	explicit	no	blackarch
dnspy	6.1.8-2	explicit	no	blackarch
dnsrecon	2:1.6.3-1	dependency	no	blackarch
dnssearch	20.e4ea439-4	explicit	no	blackarch
dnssec-anchors	20250524-1	dependency	no	core
dnsspider	1.5-1	explicit	no	blackarch
dnsteal	28.1b09d21-3	explicit	no	blackarch
dnstracer	1.10-3	explicit	no	blackarch
dnstwist	645.3413953-2	explicit	no	blackarch
dnsvalidator	82.146c9b0-7	explicit	no	blackarch
dnswalk	2.0.2-12	dependency	no	blackarch
dnswatch	dnswatch.1.r18.g7ee12c9-3	explicit	no	blackarch
dnsx	1:v1.2.1.r473.ge381493-1	explicit	no	blackarch
docbook-xml	4.5-11	explicit	no	extra
docbook-xsl	1.79.2-9	explicit	no	extra
docem	21.59db436-6	explicit	no	blackarch
docker-compose	5.5.1-1	explicit	no	extra
dockerscan	2:latest.r69.gd910377-1	explicit	no	blackarch
dolphin	26.08.1-1	explicit	no	extra
dolphin-plugins	26.08.1-1	explicit	no	extra
domain-analyzer	0.8.1-4	explicit	no	blackarch
domain-stats	169.759c52c-6	explicit	no	blackarch
domained	80.d9d079c-8	explicit	no	blackarch
domainhunter	51.38cb7ef-7	explicit	no	blackarch
domato	133.fadff39-4	explicit	no	blackarch
domi-owned	41.583d0a5-12	explicit	no	blackarch
domlink	37.1cabd5d-2	explicit	no	blackarch
donpapi	1:V1.2.0.r41.g4f01e2b-1	explicit	no	blackarch
dontgo403	2:v2.0.1.r1.g3ee901f-1	explicit	no	blackarch
donut	529.47758d7-4	dependency	no	blackarch
doona	145.7a4796c-4	explicit	no	blackarch
doork	6.90c7260-5	explicit	no	blackarch
doozer	9.5cfc8f8-5	explicit	no	blackarch
dorkbot	433.a73506f-1	explicit	no	blackarch
dorkme	57.0a7017a-3	explicit	no	blackarch
dorknet	58.419d6a2-4	explicit	no	blackarch
dorkscout	1.0.r13.gdd87daf-1	explicit	no	blackarch
dos2unix	7.5.7-1	explicit	no	extra
dosfstools	4.2-5	explicit	no	core
dotdotpwn	3.0.2-6	explicit	no	blackarch
dotnet-host	10.0.12.sdk112-1	dependency	no	extra
dotnet-runtime	10.0.12.sdk112-1	dependency	no	extra
dotnet-runtime-6.0	6.0.36.sdk136-3	dependency	no	extra
dotnet-sdk	10.0.12.sdk112-1	dependency	no	extra
dotnet-targeting-pack	10.0.12.sdk112-1	dependency	no	extra
dotpeek	2021.3.3-1	explicit	no	blackarch
double-conversion	3.4.0-1	dependency	no	extra
downgrade	12.0.3-1	explicit	no	chaotic-aur
doxygen	1.18.0-1	dependency	no	extra
dpdk	25.11.1-2	dependency	no	extra
dpeparser	1:beta002-3	explicit	no	blackarch
dpscan	0.1-5	explicit	no	blackarch
dr-checker	140.ea63c0f-3	explicit	no	blackarch
dr0p1t-framework	44.db9bc2d-4	explicit	no	blackarch
dracnmap	69.09d3945-1	explicit	no	blackarch
draco	1.5.7-2	explicit	no	extra
dracut	111-1.1	explicit	no	garuda
dradis-ce	1:v5.0.0.r700.g72c2386-1	explicit	no	blackarch
dragon	26.08.1-1	explicit	no	extra
dragon-backdoor	7.c7416b7-4	explicit	no	blackarch
drinkme	19.acf1a14-1	explicit	no	blackarch
dripcap	0.6.15-1	explicit	no	blackarch
dripper	v1.r1.gc9bb0c9-2	explicit	no	blackarch
droidcam	1:2.1.5-1.1	explicit	no	chaotic-aur
droopescan	1.45.1-9	dependency	no	blackarch
drozer	2.4.4-11	explicit	no	blackarch
drupal-module-enum	11.525543c-5	explicit	no	blackarch
drupalscan	0.5.2-15	explicit	no	blackarch
drupwn	2:1.0.4.r2.g8186732-1	explicit	no	blackarch
dscanner	0.15.2-2	dependency	no	extra
dsd	1:v1.6.0.r96.g59423fa-1	explicit	no	blackarch
dsd-fme	2024-1	explicit	no	blackarch
dsdcc	1.9.4-2	dependency	no	extra
dsfs	36.8e9f8e9-7	explicit	no	blackarch
dshell	142.695c891-3	explicit	no	blackarch
dsjs	33.e8af886-1	explicit	no	blackarch
dsniff	2.4b1-33	dependency	no	extra
dsss	127.ee6a847-1	explicit	no	blackarch
dsstore-crawler	7.efa51f5-7	explicit	no	blackarch
dsxs	135.a7b8f0e-1	explicit	no	blackarch
dtc	1:1.8.1-1	explicit	no	extra
dtp-spoof	5.3ae05fc-3	explicit	no	blackarch
dublin-traceroute	360.6af354f-1	explicit	no	blackarch
ducktoolkit	37.42da733-7	explicit	no	blackarch
duktape	2.7.0-7	dependency	no	extra
dumb0	19.1493e74-2	explicit	no	blackarch
dump1090	386.bff92c4-3	explicit	no	blackarch
dumpacl	1:0.1-1	explicit	no	blackarch
dumpsmbshare	23.1e5ceb1-2	explicit	no	blackarch
dumpusers	1.0-2	explicit	no	blackarch
dumpzilla	03152013-10	explicit	no	blackarch
duplicut	2.2-1	explicit	no	blackarch
dutas	10.37fa3ab-6	explicit	no	blackarch
dvcs-ripper	54.2c1bbc6-5	explicit	no	blackarch
dvgrab	3.5.2-1	explicit	no	extra
dvisvgm	3.6.1-1	dependency	no	extra
dwarf	1084.fd859ae-4	explicit	no	blackarch
dynamorio	9.0.19046-1	explicit	no	blackarch
e2fsprogs	1.47.4-1	explicit	no	core
eapeak	130.9550d1c-3	explicit	no	blackarch
eaphammer	1:v1.14.1.r0.g91e8956-5	explicit	no	blackarch
eapmd5pass	3.3d5551f-2	explicit	no	blackarch
easy-creds	45.bf9f00c-1	explicit	no	blackarch
easyda	7.0867f9b-3	explicit	no	blackarch
easyfuzzer	3.6-7	explicit	no	blackarch
easytag	2.4.3-17	explicit	no	extra
eazy	0.1-5	explicit	no	blackarch
ebook-tools	0.2.2-9	dependency	no	extra
ecfs	305.1758063-1	explicit	no	blackarch
ecryptfs-utils	111-9	explicit	no	extra
edb	3337.eedd97a0-1	explicit	no	blackarch
editorconfig-core-c	0.12.11-1	dependency	no	extra
edk2-aarch64	202608-1	dependency	no	extra
edk2-ovmf	202608-1	explicit	no	extra
edk2-riscv64	202608-1	dependency	no	extra
efibootmgr	18-4	explicit	no	core
efivar	39-2	dependency	no	core
eggshell	157.eaeeea7-3	explicit	no	blackarch
egl-gbm	1.1.4-1	explicit	no	extra
egl-wayland	4:1.1.22-1	explicit	no	extra
egl-wayland2	1.0.2-1	explicit	no	extra
egl-x11	1.0.6-1	explicit	no	extra
eglexternalplatform	1.2.1-1	explicit	no	extra
eigen	5.0.1-2	dependency	no	extra
eigrp-tools	0.1-1	explicit	no	blackarch
eindeutig	20050628_1-5	explicit	no	blackarch
elasticsearch	9.5.4-1	dependency	no	chaotic-aur
electric-fence	2.2.5-1	explicit	no	blackarch
electron	1:44-1	dependency	no	extra
electron38-bin	38.8.6-1	explicit	no	chaotic-aur
electron39	39.8.10-2	dependency	no	extra
electron41	41.10.7-1	dependency	no	extra
electron42	42.11.8-1	dependency	no	extra
electron43	43.7.5-1	dependency	no	extra
electron44	44.4.5-1	explicit	no	extra
element-desktop	1.12.25-1	explicit	no	extra
element-web	1.12.25-1	explicit	no	extra
elementary-icon-theme	9.0.0-1	dependency	no	extra
elettra	1.0-5	explicit	no	blackarch
elettra-gui	1.0-6	explicit	no	blackarch
elevate	27.1272d51-8	explicit	no	blackarch
elfkickers	3.2-6	dependency	no	extra
elfparser	7.39d21ca-2	explicit	no	blackarch
elfutils	0.196-1	dependency	no	core
elidecode	48.38fa5ba-6	explicit	no	blackarch
elisa	26.08.1-1	explicit	no	extra
elite-proxy-finder	51.1ced3be-5	explicit	no	blackarch
ell	0.83-1	explicit	no	extra
emacs	31.1-2	explicit	no	extra
email2phonenumber	29.9df9dbe-5	explicit	no	blackarch
embree	4.4.1-1	explicit	no	extra
emldump	0.0.11-3	explicit	no	blackarch
emp3r0r	v4.19.0.r0.gf88768ae-1	explicit	no	blackarch
empire	3:v6.7.1.r0.gca5b774-1	explicit	no	blackarch
enabler	1-7	explicit	no	blackarch
enchant	2.8.21-1	dependency	no	extra
encodeshellcode	0.1b-3	explicit	no	blackarch
ent	1.0-2	explicit	no	blackarch
enteletaor	70.5b0174e-1	explicit	no	blackarch
entropy	702.13aac50-1	explicit	no	blackarch
enum-shares	7.97cba5a-6	explicit	no	blackarch
enum4linux	0.9.1-4	dependency	no	blackarch
enum4linux-ng	454.288826f-1	explicit	no	blackarch
enumerate-iam	14.4529114-8	explicit	no	blackarch
enumerid	37.ba5540f-1	explicit	no	blackarch
enumiax	1.0-7	explicit	no	blackarch
enyelkm	1.2-2	explicit	no	blackarch
eos	16.47f0086-5	explicit	no	blackarch
epicwebhoneypot	2.0a-3	explicit	no	blackarch
erase-registrations	1.0-3	explicit	no	blackarch
eraser	6.2.0.2992-1	explicit	no	blackarch
